,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
701,Kuna,US,43.4918,-116.4201,36.79,82,1,1.99,clear sky
702,Haines Junction,CA,60.7522,-137.5108,2.21,98,100,1.72,light snow
703,Lodwar,KE,3.1191,35.5973,91.62,31,31,9.17,scattered clouds
704,Macenta,GN,8.5435,-9.471,66.04,73,5,1.01,clear sky
705,Jaguaruna,BR,-28.615,-49.0256,65.71,70,99,1.77,overcast clouds
706,Nanakuli,US,21.3906,-158.1547,75.15,72,1,4.61,clear sky
707,Wajima,JP,37.4,136.9,50.11,61,100,32.12,overcast clouds
708,Gainesville,US,29.6516,-82.3248,42.75,63,1,4.61,clear sky
709,Mount Gambier,AU,-37.8333,140.7667,66.18,66,79,10.42,broken clouds
710,Sayyan,YE,15.1718,44.3244,60.35,24,58,6.87,broken clouds
711,Paris,FR,48.8534,2.3488,39.25,96,75,3.0,mist
712,Atar,MR,20.5169,-13.0499,76.19,38,98,7.23,overcast clouds
713,Zomin,UZ,39.9606,68.3958,63.01,27,47,4.25,scattered clouds
714,Juneau,US,58.3019,-134.4197,35.6,94,90,18.41,snow
715,Antofagasta,CL,-23.65,-70.4,61.88,88,82,2.04,broken clouds
716,Cape Canaveral,US,28.4058,-80.6048,64.04,77,75,11.5,broken clouds
717,Oxbow,CA,49.2333,-102.1676,28.63,94,100,11.59,light snow
718,Savannah Bight,HN,16.45,-85.85,78.01,60,100,11.43,overcast clouds
719,Misratah,LY,32.3754,15.0925,69.62,62,100,8.14,overcast clouds
720,Gushikawa,JP,26.3544,127.8686,69.8,47,1,8.05,clear sky
721,Luzhou,CN,28.8724,105.4405,60.98,52,5,4.29,clear sky
722,Kuusamo,FI,65.9667,29.1833,17.64,93,20,8.05,light snow
723,Rock Sound,BS,24.9,-76.2,73.49,66,100,18.88,overcast clouds
724,Kampot,KH,10.6167,104.1833,87.85,72,100,13.38,overcast clouds
725,Wladyslawowo,PL,54.7909,18.4009,43.93,85,74,15.55,broken clouds
726,Kapoeta,SS,4.7717,33.5903,88.63,29,75,4.32,broken clouds
727,Tadine,NC,-21.55,167.8833,75.72,74,100,8.23,moderate rain
728,Bassano,CA,50.7834,-112.4685,18.95,60,100,4.61,overcast clouds
729,Bangad,PH,15.5036,121.0275,88.56,57,51,9.4,broken clouds
730,Narbonne,FR,43.0833,2.8333,50.77,94,100,12.3,overcast clouds
731,Esil,KZ,51.9556,66.4042,20.66,86,100,5.01,overcast clouds
732,Ormoz,SI,46.4114,16.1544,33.42,77,1,1.16,clear sky
733,Vila,PT,42.0304,-8.1588,40.33,82,80,3.83,broken clouds
734,Kashi,CN,39.4547,75.9797,39.9,30,97,2.51,overcast clouds
735,Hami,CN,42.8,93.45,33.66,51,45,4.63,scattered clouds
736,Yumen,CN,40.2833,97.2,45.64,14,12,14.81,few clouds
737,Neuquen,AR,-38.9516,-68.0591,58.89,72,0,0.0,clear sky
738,Den Helder,NL,52.9599,4.7593,46.96,89,90,8.99,overcast clouds
739,Mirandopolis,BR,-21.1336,-51.1017,73.99,41,86,4.14,overcast clouds
740,Marsa Matruh,EG,31.3525,27.2453,65.35,59,100,7.52,overcast clouds
741,Riohacha,CO,11.5444,-72.9072,76.39,84,100,4.79,overcast clouds
742,Bose,IT,45.4612,8.0137,43.95,90,0,2.55,clear sky
743,Lerwick,GB,60.1545,-1.1494,46.4,65,8,21.99,clear sky
744,Bisho,ZA,-32.8472,27.4422,54.81,79,100,7.14,light rain
745,Molchanovo,RU,57.5817,83.7692,21.85,87,100,12.12,overcast clouds
746,Miandrivazo,MG,-19.5167,45.4667,88.23,57,32,5.3,scattered clouds
747,Mrakovo,RU,52.7161,56.6244,11.17,94,99,2.21,overcast clouds
748,Mahon,ES,39.8885,4.2658,54.16,94,40,5.75,scattered clouds
749,Cururupu,BR,-1.8283,-44.8683,75.56,90,65,3.69,broken clouds
750,Bereznik,RU,62.8551,42.7072,16.54,93,100,5.77,overcast clouds
751,Acandi,CO,8.5063,-77.2778,73.63,93,100,2.48,overcast clouds
752,Bubaque,GW,11.2833,-15.8333,81.97,79,51,10.02,broken clouds
753,Cap Malheureux,MU,-19.9842,57.6142,81.46,67,86,8.99,overcast clouds
754,San Lorenzo,PY,-25.3333,-57.5333,70.74,100,100,0.0,mist
755,Jacareacanga,BR,-6.2222,-57.7528,74.07,89,100,0.43,overcast clouds
756,Urengoy,RU,65.9667,78.3667,8.53,95,100,10.58,overcast clouds
757,Krasnoselkup,RU,65.7,82.4667,9.0,94,100,9.71,overcast clouds
758,Sioux Lookout,CA,50.1001,-91.917,19.83,99,100,3.51,overcast clouds
759,Boshan,CN,36.4833,117.8333,49.62,33,0,5.97,clear sky
760,Mecca,SA,21.4267,39.8261,81.72,35,0,4.0,clear sky
761,Taltal,CL,-25.4,-70.4833,59.13,80,19,1.07,few clouds
762,Joshimath,IN,30.5667,79.5667,63.25,22,0,7.16,clear sky
763,Vestmannaeyjar,IS,63.4427,-20.2734,36.95,69,0,28.05,clear sky
764,Consuegra,ES,39.4625,-3.608,37.02,83,97,8.12,overcast clouds
765,La Ronge,CA,55.1001,-105.2842,-1.34,95,100,7.67,overcast clouds
766,Nadym,RU,65.5333,72.5167,8.19,95,100,8.19,overcast clouds
767,Qaqortoq,GL,60.7167,-46.0333,28.9,92,100,12.3,light snow
768,Barmstedt,DE,53.7833,9.7667,45.41,95,100,1.99,overcast clouds
769,Mundo Nuevo,MX,18.7,-95.5,73.65,81,10,4.94,clear sky
770,Kholodnyy,RU,62.7167,147.95,-29.72,100,95,1.1,overcast clouds
771,Hendersonville,US,36.3048,-86.62,39.29,79,0,5.66,clear sky
772,Sundumbili,ZA,-29.1337,31.3975,67.57,60,60,9.89,broken clouds
773,Ambon,ID,-3.6954,128.1814,87.94,70,40,6.91,scattered clouds
774,Tomatlan,MX,19.9333,-105.25,69.17,93,9,3.06,clear sky
775,Katiola,CI,8.1333,-5.1,72.81,84,87,2.08,overcast clouds
776,Jeremie,HT,18.65,-74.1167,77.43,82,99,4.61,overcast clouds
777,Bilma,NE,18.6853,12.9164,75.49,20,1,6.24,clear sky
778,Floro,NO,61.5996,5.0328,48.16,93,75,24.16,shower rain
779,Alofi,NU,-19.0595,-169.9187,78.58,74,12,6.55,few clouds
780,Ambilobe,MG,-13.2,49.05,93.4,41,13,0.16,few clouds
781,Huarmey,PE,-10.0681,-78.1522,65.89,87,100,7.07,overcast clouds
782,Chitipa,MW,-9.7024,33.2697,89.44,22,100,0.38,overcast clouds
783,Barth,DE,54.3635,12.7249,48.09,70,49,16.64,scattered clouds
784,Tarabuco,BO,-19.1667,-64.9167,51.53,81,100,3.27,overcast clouds
785,San Juan,AR,-31.5375,-68.5364,74.39,55,0,6.2,clear sky
786,Bandarbeyla,SO,9.4942,50.8122,85.68,55,37,19.06,scattered clouds
787,Atherton,GB,53.5237,-2.4935,46.72,82,99,1.99,overcast clouds
788,Verkhnyaya Toyma,RU,62.2349,44.9985,9.82,97,100,3.51,overcast clouds
789,Dennery,LC,13.8996,-60.8879,78.89,89,75,6.91,broken clouds
790,Oskaloosa,US,41.2964,-92.6444,52.12,65,1,12.66,clear sky
791,At-Bashi,KG,41.1702,75.8106,33.64,36,94,0.89,overcast clouds
792,Zhanaozen,KZ,43.3,52.8,49.55,77,100,12.82,overcast clouds
793,Kushiro,JP,42.975,144.3747,37.06,56,92,19.71,overcast clouds
794,Panaba,MX,21.2833,-88.2667,67.91,71,1,7.16,clear sky
795,Itarema,BR,-2.9248,-39.9167,80.89,74,100,12.5,overcast clouds
796,Honiara,SB,-9.4333,159.95,82.02,82,100,5.55,overcast clouds
797,Sfantu Gheorghe,RO,45.8667,25.7833,35.26,79,24,0.31,few clouds
798,Pelym,RU,61.0108,61.9978,13.3,83,95,7.67,overcast clouds
799,Concepcion Del Oro,MX,24.6333,-101.4167,52.52,69,100,6.29,overcast clouds
800,Alugan,PH,12.2188,125.4808,82.08,84,99,12.84,overcast clouds
801,Angouleme,FR,45.65,0.15,40.84,85,75,12.66,broken clouds
802,Hasaki,JP,35.7333,140.8333,61.29,30,18,9.78,few clouds
803,Bukama,CD,-9.2,25.85,76.55,79,100,2.71,overcast clouds
804,Zapolyarnyy,RU,69.4154,30.8136,22.28,96,100,5.32,snow
805,Lata,PT,40.1629,-8.3327,43.81,94,11,2.71,few clouds
806,Vilhena,BR,-12.7406,-60.1458,68.99,97,90,1.66,light rain
807,Santo Antonio Do Ica,BR,-3.1022,-67.9397,72.86,99,100,1.32,overcast clouds
808,Pacasmayo,PE,-7.4006,-79.5714,65.37,84,100,7.47,overcast clouds
809,Tautira,PF,-17.7333,-149.15,78.82,79,64,10.54,light rain
810,Marfino,RU,55.7028,37.3822,22.08,86,75,11.18,broken clouds
811,Edd,ER,13.9297,41.6925,82.9,70,2,4.25,clear sky
812,Copiapo,CL,-27.3667,-70.3333,55.09,81,0,1.83,clear sky
813,Henties Bay,NA,-22.116,14.2845,58.86,79,98,3.24,overcast clouds
814,Kalmunai,LK,7.4167,81.8167,84.29,70,100,8.63,overcast clouds
815,Dhanera,IN,24.5167,72.0167,85.44,20,9,6.15,clear sky
816,Hakone,JP,35.1833,139.0333,50.2,54,0,9.75,clear sky
817,Viedma,AR,-40.8135,-62.9967,66.33,47,65,4.09,broken clouds
818,Kasane,BW,-17.8167,25.15,84.88,36,84,4.74,broken clouds
819,Puerto Palomas,MX,31.7667,-107.6167,60.13,36,100,14.52,overcast clouds
820,Bourail,NC,-21.5667,165.4833,77.47,74,100,7.29,light rain
821,Zhangjiakou,CN,40.81,114.8794,36.55,45,0,7.36,clear sky
822,Marsala,IT,37.7966,12.4352,60.93,75,100,7.87,overcast clouds
823,Tungor,RU,53.3808,142.9564,31.21,83,62,10.63,broken clouds
824,San-Pedro,CI,4.7485,-6.6363,79.18,85,100,3.85,overcast clouds
825,Sao Joao Da Barra,BR,-21.6403,-41.0511,70.86,89,100,3.0,overcast clouds
826,Turinskaya Sloboda,RU,57.6232,64.3858,17.83,84,81,8.55,broken clouds
827,Broome,US,42.2506,-75.833,24.53,80,1,1.99,clear sky
828,Toropets,RU,56.4978,31.6353,29.93,86,100,12.28,light snow
829,Vostok,RU,46.4856,135.8833,11.55,94,100,7.47,light snow
830,Kabare,CD,-2.4683,28.8242,72.36,67,39,1.99,light rain
831,Dilla,ET,6.41,38.31,75.76,37,34,4.32,scattered clouds
832,Gundlupet,IN,11.8,76.6833,83.57,65,31,7.36,scattered clouds
833,Mujiayingzi,CN,42.1167,118.7833,34.5,41,0,7.05,clear sky
834,Caico,BR,-6.4583,-37.0978,77.0,74,66,11.18,broken clouds
835,Popondetta,PG,-8.7537,148.2534,83.86,70,34,3.6,light rain
836,Gisborne,NZ,-38.6533,178.0042,58.95,69,21,8.66,few clouds
837,Lensk,RU,60.7253,114.9278,-6.66,95,8,3.22,clear sky
838,Ravar,IR,31.2656,56.8055,63.46,42,0,3.2,clear sky
839,Monte Alegre,BR,-2.0078,-54.0692,73.47,80,25,3.91,scattered clouds
840,Sokoto,NG,13.0609,5.239,76.87,22,0,8.86,clear sky
841,Stokmarknes,NO,68.5646,14.9108,31.5,74,40,6.91,scattered clouds
842,Taman,RU,45.2117,36.7161,37.72,54,0,18.9,clear sky
843,Glenwood Springs,US,39.5505,-107.3248,43.12,77,90,11.5,overcast clouds
844,Wagar,SD,16.1525,36.2032,78.84,52,1,7.34,clear sky
845,Arkadelphia,US,34.1209,-93.0538,53.46,70,100,6.06,overcast clouds
846,Thabazimbi,ZA,-24.5917,27.4116,78.21,22,0,0.58,clear sky
847,Vrangel,RU,42.7297,133.0839,30.49,50,43,19.1,scattered clouds
848,Gweta,BW,-20.1833,25.2333,82.47,15,0,6.78,clear sky
849,Beringovskiy,RU,63.05,179.3167,-8.21,87,10,5.55,clear sky
850,Biloela,AU,-24.4167,150.5,79.92,65,100,15.5,overcast clouds
851,Campagna,IT,40.6653,15.1059,59.09,90,100,6.24,overcast clouds
852,Porto Tolle,IT,44.9497,12.3245,40.03,56,4,9.19,clear sky
853,Astana,KZ,51.1801,71.446,24.75,93,90,4.47,snow
854,Flin Flon,CA,54.7682,-101.865,-5.08,94,76,7.9,broken clouds
855,Alyangula,AU,-13.8483,136.4192,88.16,59,100,17.16,overcast clouds
856,Aguada De Pasajeros,CU,22.385,-80.8508,62.74,80,0,5.97,clear sky
857,Hurup,DK,56.7494,8.4195,47.66,85,100,11.01,overcast clouds
858,Chekhov,RU,55.1431,37.4711,22.08,58,12,11.92,few clouds
859,Honggang,CN,46.4667,124.8667,19.87,69,67,10.89,broken clouds
860,Clyde River,CA,70.4692,-68.5914,11.3,94,100,21.09,snow
861,Bartoszyce,PL,54.2535,20.8082,40.55,91,100,13.06,overcast clouds
862,Guayaramerin,BO,-10.8368,-65.3614,72.91,98,100,2.46,overcast clouds
863,Hirara,JP,24.8,125.2833,69.96,60,85,16.17,overcast clouds
864,Gamboma,CG,-1.8764,15.8644,73.53,92,100,1.34,light rain
865,Presque Isle,US,46.6811,-68.0159,27.46,73,90,8.99,overcast clouds
866,Wallaceburg,CA,42.593,-82.3885,35.73,71,100,11.97,overcast clouds
867,Port Keats,AU,-14.25,129.55,89.29,60,49,6.98,scattered clouds
868,Jipijapa,EC,-1.3333,-80.5833,69.3,88,100,4.14,overcast clouds
869,Yulara,AU,-25.2406,130.9889,76.84,31,40,14.97,scattered clouds
870,Cuamba,MZ,-14.8031,36.5372,93.6,28,85,6.87,overcast clouds
871,Baykit,RU,61.67,96.37,24.44,95,100,3.2,light snow
872,Aksu,CN,41.1231,80.2644,40.32,32,0,1.59,clear sky
873,Chas,IN,23.6333,86.1667,80.15,28,5,2.06,clear sky
874,Pitsunda,GE,43.1592,40.3378,48.38,78,100,14.43,overcast clouds
875,Tabora,TZ,-5.0167,32.8,86.74,34,96,0.89,overcast clouds
876,Pingliang,CN,35.5392,106.6861,51.67,20,0,4.74,clear sky
877,Khani,GE,41.9563,42.9566,42.37,75,89,1.99,overcast clouds
878,Okahandja,NA,-21.9833,16.9167,80.83,14,0,6.49,clear sky
879,Christchurch,NZ,-43.5333,172.6333,60.91,71,100,4.0,overcast clouds
880,Allapalli,IN,19.4167,80.0667,90.41,42,9,2.8,clear sky
881,Moron,AR,-34.6534,-58.6198,71.35,53,0,1.99,clear sky
882,Antsohihy,MG,-14.8796,47.9875,92.37,48,34,1.5,scattered clouds
883,Emerald,AU,-23.5333,148.1667,91.98,15,100,20.74,overcast clouds
884,Bocana De Paiwas,NI,12.7857,-85.1227,67.73,97,89,4.09,overcast clouds
885,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,72.9,91,98,2.64,overcast clouds
886,Bosaso,SO,11.2842,49.1816,81.43,57,99,6.53,overcast clouds
887,Wattegama,LK,6.7989,81.4808,83.91,72,100,7.58,overcast clouds
888,Chitungwiza,ZW,-18.0127,31.0756,77.45,44,100,4.88,overcast clouds
889,San Andres,CO,12.5847,-81.7006,80.62,74,75,5.75,broken clouds
890,Billings,US,45.7833,-108.5007,39.36,81,90,23.02,mist
891,Wanning,CN,18.8003,110.3967,73.13,72,99,13.62,overcast clouds
892,Arkhangelskoye,RU,55.8549,35.3287,23.13,84,99,13.96,overcast clouds
893,Kumylzhenskaya,RU,49.8809,42.5898,22.98,50,3,8.37,clear sky
894,Sungaipenuh,ID,-2.0833,101.3833,78.94,45,94,2.75,overcast clouds
895,Dabakala,CI,8.3667,-4.4333,73.78,81,96,2.57,overcast clouds
896,Clocolan,ZA,-28.9137,27.5656,62.02,38,39,7.25,scattered clouds
897,Barentu,ER,15.1139,37.5928,79.81,32,94,6.06,overcast clouds
898,Kondinskoye,RU,59.6481,67.41,6.39,90,83,8.41,broken clouds
899,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,72.95,97,100,3.76,overcast clouds
900,Liverpool,GB,53.4106,-2.9779,46.78,81,75,4.0,broken clouds
901,Port Shepstone,ZA,-30.7414,30.455,66.65,65,25,27.72,scattered clouds
902,Belmonte,BR,-15.8631,-38.8828,73.9,93,21,4.23,few clouds
903,Harper,LR,4.375,-7.7169,79.47,84,100,5.93,overcast clouds
904,Maceio,BR,-9.6658,-35.7353,74.64,88,40,4.61,scattered clouds
905,Kuala Terengganu,MY,5.3302,103.1408,76.3,93,100,8.5,light rain
906,Havelock,US,34.8791,-76.9013,39.92,83,0,6.73,clear sky
907,Kanigiri,IN,15.4,79.5167,84.76,68,65,8.9,broken clouds
908,Halmstad,SE,56.6745,12.8568,48.02,93,90,12.66,overcast clouds
909,Nuevo Progreso,MX,23.1667,-97.95,70.59,81,19,4.54,few clouds
910,Inongo,CD,-1.95,18.2667,71.51,97,100,3.22,light rain
911,Nokaneng,BW,-19.6667,22.2667,84.76,12,0,5.55,clear sky
912,Zambezi,ZM,-13.5432,23.1047,75.74,64,100,4.38,overcast clouds
913,Husavik,IS,66.0449,-17.3389,32.34,73,100,28.12,light snow
914,Miramar,US,25.9873,-80.2323,59.05,80,90,8.05,overcast clouds
915,Onverwacht,SR,5.5833,-55.1833,77.86,94,75,3.44,fog
916,Aswan,EG,24.0934,32.907,70.99,31,0,9.4,clear sky
917,Viransehir,TR,37.2353,39.7631,56.59,56,100,3.11,overcast clouds
918,Tezu,IN,27.9167,96.1667,78.73,42,13,3.85,few clouds
919,Khasan,RU,42.4308,130.6434,32.59,34,8,18.07,clear sky
920,Strelka,RU,58.0728,93.0344,25.57,84,100,9.89,overcast clouds
921,Wawa,NG,9.9022,4.4192,76.95,47,21,4.65,few clouds
922,Vangaindrano,MG,-23.35,47.6,91.02,50,23,5.01,few clouds
923,Mikkeli,FI,61.6886,27.2723,35.71,87,75,10.36,broken clouds
924,Kokopo,PG,-4.352,152.2633,82.76,72,100,0.65,light rain
925,Brae,GB,60.3964,-1.353,46.31,67,63,22.21,broken clouds
926,Totma,RU,59.9747,42.7642,19.72,96,100,6.4,overcast clouds
927,Nichinan,JP,31.6,131.3667,53.76,56,22,9.26,few clouds
928,Castelo Do Piaui,BR,-5.3222,-41.5525,74.82,79,100,0.54,overcast clouds
929,Olga,RU,43.7444,135.2892,26.19,51,75,12.33,broken clouds
930,Guildford,GB,51.2354,-0.5743,44.13,88,6,2.62,clear sky
931,San Rafael Del Sur,NI,11.8485,-86.4384,75.4,74,65,12.33,broken clouds
932,Panguipulli,CL,-39.6333,-72.3333,56.91,99,12,1.52,few clouds
933,Noumea,NC,-22.2763,166.4572,80.01,99,100,9.04,heavy intensity rain
934,Jatiroto,ID,-7.8833,111.1167,81.41,78,99,2.35,overcast clouds
935,Chimoio,MZ,-19.1164,33.4833,79.57,60,100,9.22,overcast clouds
936,Kodinar,IN,20.7903,70.7031,87.51,45,0,2.17,clear sky
937,Manacapuru,BR,-3.2997,-60.6206,75.78,87,100,0.87,overcast clouds
938,Coahuayana,MX,18.7333,-103.6833,72.79,94,20,3.2,few clouds
939,Mana,GF,5.6592,-53.7767,77.95,88,88,7.83,overcast clouds
940,Verdun,FR,49.25,5.3333,38.1,94,0,8.86,clear sky
941,Eston,CA,51.1501,-108.7514,10.92,91,25,12.15,scattered clouds
942,Kokstad,ZA,-30.5472,29.4241,48.25,77,93,7.18,overcast clouds
943,Locri,IT,38.2414,16.2623,61.16,80,97,2.84,overcast clouds
944,Port Macquarie,AU,-31.4333,152.9167,72.9,88,100,13.62,overcast clouds
945,Mananjary,MG,-21.2167,48.3333,87.98,56,11,13.11,few clouds
946,Tommot,RU,58.9564,126.2925,-4.94,90,100,5.99,overcast clouds
947,Soyo,AO,-6.1349,12.3689,79.79,79,100,6.93,overcast clouds
948,Sangar,RU,63.9242,127.4739,-27.29,99,12,2.86,few clouds
949,Nioro,GM,13.35,-15.75,73.06,80,100,2.57,overcast clouds
950,Prince Rupert,CA,54.3161,-130.3201,40.69,85,90,12.66,light rain
951,Ludvika,SE,60.1496,15.1878,37.2,84,100,3.06,overcast clouds
952,Heinola,FI,61.2056,26.0381,37.49,79,99,13.96,light snow
953,Puerto Narino,CO,-3.7703,-70.3831,72.09,99,100,0.76,overcast clouds
954,Kamenka,RU,51.3223,42.7678,20.75,66,8,4.21,clear sky
955,Rio Grande,BR,-32.035,-52.0986,59.77,72,0,7.25,clear sky
956,Champerico,GT,14.3,-91.9167,79.03,84,9,5.39,clear sky
957,Dukat,RU,62.55,155.55,-7.92,100,86,3.02,overcast clouds
958,Amherst,US,41.3978,-82.2224,32.41,76,1,1.99,clear sky
959,Daru,PG,-9.0763,143.2092,84.97,73,10,9.51,clear sky
960,Paita,PE,-5.0892,-81.1144,64.96,85,100,9.33,overcast clouds
961,Cowra,AU,-33.8333,148.6833,74.26,86,100,1.57,light rain
962,Sakakah,SA,29.9697,40.2064,63.97,45,30,7.38,scattered clouds
963,Frontignan,FR,43.4485,3.754,48.34,92,100,17.27,moderate rain
964,Baft,IR,29.234,56.6057,55.08,24,0,8.55,clear sky
965,Durango,MX,24.8333,-104.8333,53.29,64,48,6.35,scattered clouds
966,Auki,SB,-8.7676,160.7034,81.34,77,100,3.47,overcast clouds
967,Saint-Alexandre,FR,44.2278,4.6214,45.59,78,100,5.84,overcast clouds
968,Terme,TR,41.2092,36.9739,54.97,87,100,8.7,light rain
969,Taoudenni,ML,22.6783,-3.9836,74.59,38,100,5.41,overcast clouds
970,Manicore,BR,-5.8092,-61.3003,73.31,88,44,0.78,scattered clouds
971,Gladstone,AU,-23.85,151.25,80.53,74,100,11.5,light rain
972,Kutum,SD,14.2,24.6667,66.96,17,1,9.84,clear sky
973,Dire,ML,12.2833,-10.9667,69.06,36,8,1.5,clear sky
974,Alamogordo,US,32.8995,-105.9603,62.56,43,40,4.0,scattered clouds
975,Ayr,GB,55.4627,-4.6339,48.18,81,75,17.27,broken clouds
976,Kysyl-Syr,RU,63.8986,122.7617,-22.16,97,8,4.18,clear sky
977,Belebey,RU,54.1167,54.1167,5.25,99,100,4.65,overcast clouds
978,Havoysund,NO,70.9963,24.6622,23.23,74,62,8.05,light snow
979,Verkhoturye,RU,58.8627,60.8054,17.13,76,100,8.19,overcast clouds
980,Springbok,ZA,-29.6643,17.8865,69.73,34,95,4.34,overcast clouds
981,Russell,US,32.3502,-85.1999,40.23,69,1,0.0,clear sky
982,Simao,CN,22.7886,100.9748,59.13,98,100,2.39,overcast clouds
983,Vieques,PR,18.425,-65.8329,77.02,78,20,0.0,few clouds
984,Batemans Bay,AU,-35.7167,150.1833,75.99,85,100,7.61,overcast clouds
985,Haukipudas,FI,65.1765,25.3523,26.65,93,11,14.25,few clouds
986,Alice Springs,AU,-23.7,133.8833,80.15,39,75,9.22,broken clouds
987,Portales,US,34.1862,-103.3344,53.02,50,93,1.99,overcast clouds
988,Xiamen,CN,24.4798,118.0819,69.85,40,0,4.47,clear sky
989,Geilo,NO,60.5333,8.2076,41.4,76,100,7.2,overcast clouds
990,Aden,YE,12.7794,45.0367,81.09,64,27,5.48,scattered clouds
991,Shache,CN,38.4167,77.2406,40.91,26,96,2.28,overcast clouds
992,Camana,PE,-16.6228,-72.7111,66.07,85,100,6.13,moderate rain
993,Vanderhoof,CA,54.0166,-124.0198,26.33,89,99,2.28,overcast clouds
994,Strathmore,CA,51.0501,-113.3852,22.01,92,100,8.05,light snow
995,Kathmandu,NP,27.7167,85.3167,68.22,42,20,2.3,few clouds
996,Franca,BR,-20.5386,-47.4008,65.64,58,35,4.21,scattered clouds
997,Abinsk,RU,44.8726,38.1611,39.36,64,12,10.56,few clouds
998,Les Escoumins,CA,48.1111,-69.0236,25.95,70,78,12.5,broken clouds
999,La Rioja,ES,42.25,-2.5,36.48,95,100,2.53,overcast clouds
1000,Calama,CL,-22.4667,-68.9333,48.69,25,92,13.8,overcast clouds
1001,Bayshore Gardens,US,27.4253,-82.5904,52.99,63,1,10.36,clear sky
1002,Mayya,RU,61.7333,130.2811,-17.28,98,100,1.59,overcast clouds
1003,Hailun,CN,47.45,126.9333,17.1,93,100,11.95,light snow
1004,Ossora,RU,59.2353,163.0719,27.36,84,97,8.52,overcast clouds
1005,Erdenet,MN,49.0333,104.0833,23.2,60,71,2.04,broken clouds
1006,Vysokogornyy,RU,50.1167,139.15,13.24,95,99,1.39,overcast clouds
1007,Weligama,LK,5.9667,80.4167,83.66,70,100,3.71,overcast clouds
1008,Chapais,CA,49.7834,-74.8492,13.78,98,76,3.91,broken clouds
1009,Charyshskoye,RU,51.3978,83.5598,32.54,72,100,9.42,overcast clouds
1010,Manaure,CO,11.7751,-72.4445,78.21,79,92,2.73,overcast clouds
1011,Kyra,RU,49.5776,111.9753,19.96,79,27,3.02,scattered clouds
1012,Senneterre,CA,48.3835,-77.2328,14.22,87,22,7.07,few clouds
1013,Linkoping,SE,58.4109,15.6216,41.81,92,0,6.91,clear sky
1014,Denpasar,ID,-8.65,115.2167,87.46,74,40,12.66,scattered clouds
1015,Severobaykalsk,RU,55.65,109.3167,17.94,80,100,1.97,overcast clouds
1016,Sidhi,IN,24.4167,81.8833,79.88,18,5,2.44,clear sky
1017,Kinston,US,35.2627,-77.5816,31.6,93,1,0.0,clear sky
1018,Ormara,PK,25.2088,64.6357,81.01,29,96,2.89,overcast clouds
1019,Vung Tau,VN,10.346,107.0843,84.11,71,100,12.26,overcast clouds
1020,Kanlagay,PH,5.8757,121.2915,85.73,66,96,4.52,overcast clouds
1021,Semnan,IR,35.5729,53.3971,53.96,48,0,3.65,clear sky
1022,Miri,MY,4.4148,114.0089,86.14,74,40,6.91,scattered clouds
1023,Milkovo,RU,54.7167,158.6167,28.44,94,100,9.17,overcast clouds
1024,Bayji,IQ,34.9311,43.487,65.21,42,57,3.96,broken clouds
1025,Mariakani,KE,-3.8633,39.4736,86.09,54,22,4.83,few clouds
1026,Batagay-Alyta,RU,67.8006,130.4114,-27.06,91,11,4.52,few clouds
1027,Suntar,RU,62.1444,117.6319,-7.6,94,4,4.09,clear sky
1028,Maryville,US,35.7565,-83.9705,35.49,78,1,1.99,clear sky
1029,Bogdana,RO,43.9333,25.0833,42.91,76,100,8.63,overcast clouds
1030,Shediac,CA,46.2198,-64.5411,33.85,86,75,10.36,broken clouds
1031,Mathathane,BW,-22.2687,28.7495,74.39,58,8,20.0,clear sky
1032,Bahia De Caraquez,EC,-0.6,-80.4167,73.58,85,100,7.78,overcast clouds
1033,Kungurtug,RU,50.5994,97.5228,31.62,62,99,3.6,overcast clouds
1034,Filingue,NE,14.3521,3.3168,77.95,18,0,8.99,clear sky
1035,Kumluca,TR,36.3703,30.2869,61.68,70,30,0.56,scattered clouds
1036,San Carlos De Bariloche,AR,-41.1456,-71.3082,46.15,81,0,3.44,clear sky
1037,Yarmouth,US,41.7057,-70.2286,32.14,61,90,14.97,overcast clouds
1038,Amahai,ID,-3.3333,128.9167,85.42,68,81,5.3,broken clouds
1039,Calvinia,ZA,-31.4707,19.776,63.79,43,95,5.39,overcast clouds
1040,Simbahan,PH,6.3032,120.5836,84.63,69,87,5.84,overcast clouds
1041,Dabrowa Tarnowska,PL,50.1746,20.9863,40.53,77,100,6.38,overcast clouds
1042,Trebinje,BA,42.7119,18.3442,52.16,54,0,9.22,clear sky
1043,Temiscaming,CA,46.7212,-79.0971,32.68,86,37,6.91,scattered clouds
1044,Eureka,US,40.8021,-124.1637,49.24,90,38,4.36,scattered clouds
1045,Lhokseumawe,ID,5.1801,97.1507,84.13,75,100,7.43,overcast clouds
1046,Escanaba,US,45.7453,-87.0646,41.94,65,1,10.36,clear sky
1047,Mizan Teferi,ET,6.9833,35.5833,77.76,46,7,0.87,clear sky
1048,Ivdel,RU,60.6911,60.4206,16.0,79,99,5.55,overcast clouds
1049,Bageshwar,IN,29.85,79.7667,69.73,35,4,2.95,clear sky
1050,Irbit,RU,57.6705,63.071,17.98,81,41,9.22,scattered clouds
